Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2008,Beijing,Hockey,Hockey,"ROSSI, Mariana",Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey,"RUSSO, Marine",Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey,"SUCCI, Belen",Argentina,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey,"VUKOJICIC, Paola",Argentina,Women,Hockey,Bronze
2008,Beijing,Judo,Judo,"PARETO, Paula Belen",Argentina,Women,- 48 KG,Bronze
2008,Beijing,Sailing,Sailing,"ESPINOLA, Carlos",Argentina,Men,Tornado - Multihull,Bronze
2008,Beijing,Sailing,Sailing,"LANGE, Santiago",Argentina,Men,Tornado - Multihull,Bronze
2012,London,Hockey,Hockey,"AYMAR, Luciana",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"BARRIONUEVO, Noel",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"CAVALLERO, Martina",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"DEL COLLE, Laura",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"D'ELIA, Maria Silvina",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"HABIF, Florencia",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"LUCHETTI, Rosario",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"MACCARI, Sofia",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"MERINO, Delfina",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"MUTIO, Florencia",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"REBECCHI, Carla",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"RODRIGUEZ PEREZ, Macarena",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"SANCHEZ MOCCIA, Rocio",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"SCARONE, Mariela",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"SRUOGA, Daniela",Argentina,Women,Hockey,Silver
2012,London,Hockey,Hockey,"SRUOGA, Josefina",Argentina,Women,Hockey,Silver
2012,London,Sailing,Sailing,"CALABRESE, Lucas",Argentina,Men,470,Bronze
2012,London,Sailing,Sailing,"DE LA FUENTE, Juan",Argentina,Men,470,Bronze
2012,London,Taekwondo,Taekwondo,"CRISMANICH, Sebastian Eduardo",Argentina,Men,68 - 80 KG,Gold
2012,London,Tennis,Tennis,"DEL POTRO, Juan Martin",Argentina,Men,Singles,Bronze
1996,Atlanta,Wrestling,Wrestling Free.,"MKRCHYAN, Armen",Armenia,Men,- 48KG (Light-Flyweight),Silver
1996,Atlanta,Wrestling,Wrestling Gre-R,"NAZARYAN, Armen",Armenia,Men,48 - 52KG (Flyweight),Gold
2000,Sydney,Weightlifting,Weightlifting,"MELIKYAN, Arsen",Armenia,Men,77KG,Bronze
2008,Beijing,Boxing,Boxing,"JAVAKHYAN, Hrachik",Armenia,Men,57 - 60KG (Lightweight),Bronze
2008,Beijing,Weightlifting,Weightlifting,"MARTIROSYAN, Tigran Gevorg",Armenia,Men,69KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,"DAVTYAN, Gevorg",Armenia,Men,77KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,"MARTIROSYAN, Tigran Varban",Armenia,Men,85KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,"AMOYAN, Roman",Armenia,Men,- 55KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,"PATRIKEEV, Yuri",Armenia,Men,96 - 120KG,Bronze
2012,London,Wrestling,Wrestling Freestyle,"JULFALAKYAN, Arsen",Armenia,Men,Wg 74 KG,Silver
2012,London,Wrestling,Wrestling Freestyle,"ALEKSANYAN, Artur",Armenia,Men,Wg 96 KG,Bronze
1896,Athens,Athletics,Athletics,"FLACK, Edwin",Australia,Men,1500M,Gold
1896,Athens,Athletics,Athletics,"FLACK, Edwin",Australia,Men,800M,Gold
1900,Paris,Aquatics,Swimming,"LANE, Frederick C.V.",Australia,Men,200M Freestyle,Gold
1900,Paris,Aquatics,Swimming,"LANE, Frederick C.V.",Australia,Men,200M Obstacle Event,Gold
1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",Australia,Men,100M,Bronze
1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",Australia,Men,200M,Bronze
1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",Australia,Men,60M,Bronze
1920,Antwerp,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",Australia,Men,1500M Freestyle,Bronze
1920,Antwerp,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",Australia,Men,4X200M Freestyle Relay,Silver
1920,Antwerp,Aquatics,Swimming,"HAY, Henry",Australia,Men,4X200M Freestyle Relay,Silver
1920,Antwerp,Aquatics,Swimming,"HERALD, William",Australia,Men,4X200M Freestyle Relay,Silver
1920,Antwerp,Aquatics,Swimming,"STEDMAN, Ivan",Australia,Men,4X200M Freestyle Relay,Silver
1920,Antwerp,Athletics,Athletics,"PARKER, George",Australia,Men,3000M Walk,Silver
1924,Paris,Aquatics,Diving,"EVE, Richmond",Australia,Men,Plain High Diving,Gold
1924,Paris,Aquatics,Swimming,"DE BEAUREPAIRE, Frank",Australia,Men,1500M Freestyle,Bronze
1924,Paris,Aquatics,Swimming,"CHARLTON, Andrew",Australia,Men,1500M Freestyle,Gold
1924,Paris,Aquatics,Swimming,"CHARLTON, Andrew",Australia,Men,400M Freestyle,Bronze
1924,Paris,Aquatics,Swimming,"CHARLTON, Andrew",Australia,Men,4X200M Freestyle Relay,Silver
1924,Paris,Aquatics,Swimming,"CHRISTIE, Maurice F.",Australia,Men,4X200M Freestyle Relay,Silver
1924,Paris,Aquatics,Swimming,"DE BEAUREPAIRE, Frank",Australia,Men,4X200M Freestyle Relay,Silver
1924,Paris,Aquatics,Swimming,"HENRY, Ernest M.",Australia,Men,4X200M Freestyle Relay,Silver
1924,Paris,Aquatics,Swimming,"STEDMAN, Ivan",Australia,Men,4X200M Freestyle Relay,Silver
1924,Paris,Athletics,Athletics,"WINTER, Anthony William",Australia,Men,Triple Jump,Gold
1928,Amsterdam,Aquatics,Swimming,"CHARLTON, Andrew",Australia,Men,1500M Freestyle,Silver
1928,Amsterdam,Aquatics,Swimming,"CHARLTON, Andrew",Australia,Men,400M Freestyle,Silver
1928,Amsterdam,Cycling,Cycling Track,"GRAY, Edgar Laurence",Australia,Men,1KM Time Trial,Bronze
1928,Amsterdam,Rowing,Rowing,"PEARCE, Henry Robert",Australia,Men,Single Sculls (1X),Gold
1932,Los Angeles,Aquatics,Swimming,"MEALING, Philomenia Alecia",Australia,Women,100M Backstroke,Silver
1932,Los Angeles,Aquatics,Swimming,"DENNIS, Clare",Australia,Women,200M Breaststroke,Gold
1932,Los Angeles,Cycling,Cycling Track,"GRAY, Edgar Laurence",Australia,Men,1KM Time Trial,Gold
1932,Los Angeles,Rowing,Rowing,"PEARCE, Henry Robert",Australia,Men,Single Sculls (1X),Gold
1932,Los Angeles,Wrestling,Wrestling Free.,"SCARF, Richard Edward",Australia,Men,79 - 87KG (Light-Heavyweight),Bronze
1936,Berlin,Athletics,Athletics,"METCALFE, John Patrick",Australia,Men,Triple Jump,Bronze
1948,London,Aquatics,Swimming,"DAVIES, Judith Joy",Australia,Women,100M Backstroke,Bronze
1948,London,Aquatics,Swimming,"MARSHALL, John Birnie",Australia,Men,1500M Freestyle,Silver
1948,London,Aquatics,Swimming,"LYONS, Beatrice Nancy",Australia,Women,200M Breaststroke,Silver
1948,London,Aquatics,Swimming,"MARSHALL, John Birnie",Australia,Men,400M Freestyle,Bronze
1948,London,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",Australia,Women,100M,Bronze
1948,London,Athletics,Athletics,"KING-WALKER, Joyce A.",Australia,Women,4X100M Relay,Silver
1948,London,Athletics,Athletics,"MASTON-FERGSON, June Rit",Australia,Women,4X100M Relay,Silver
1948,London,Athletics,Athletics,"MCKINNON, Elizabeth",Australia,Women,4X100M Relay,Silver
1948,London,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",Australia,Women,4X100M Relay,Silver
1948,London,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",Australia,Women,80M Hurdles,Bronze
1948,London,Athletics,Athletics,"WINTER, John",Australia,Men,High Jump,Gold
1948,London,Athletics,Athletics,"BRUCE, Thomas Theodore",Australia,Men,Long Jump,Silver
1948,London,Athletics,Athletics,"AVERY, George Gordon",Australia,Men,Triple Jump,Silver
1948,London,Rowing,Rowing,"WOOD, Merwyn Thomas",Australia,Men,Single Sculls (1X),Gold
1948,London,Wrestling,Wrestling Free.,"ARMSTRONG, Joseph",Australia,Men,+ 87KG (Heavyweight),Bronze
1948,London,Wrestling,Wrestling Free.,"GARRARD, Richard Edward",Australia,Men,67 - 73KG (Welterweight),Silver
1952,Helsinki,Aquatics,Swimming,"DAVIES, John Griffith",Australia,Men,200M Breaststroke,Gold
1952,Helsinki,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",Australia,Women,100M,Bronze
1952,Helsinki,Athletics,Athletics,"JACKSON, Marjorie",Australia,Women,100M,Gold
1952,Helsinki,Athletics,Athletics,"JACKSON, Marjorie",Australia,Women,200M,Gold
1952,Helsinki,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",Australia,Women,80M Hurdles,Gold
1952,Helsinki,Cycling,Cycling Track,"MOCKRIDGE, Russell",Australia,Men,1KM Time Trial,Gold
1952,Helsinki,Cycling,Cycling Track,"COX, Lionel",Australia,Men,2000M Tandem,Gold
1952,Helsinki,Cycling,Cycling Track,"MOCKRIDGE, Russell",Australia,Men,2000M Tandem,Gold
1952,Helsinki,Cycling,Cycling Track,"COX, Lionel",Australia,Men,Sprint Indivual,Silver
1952,Helsinki,Rowing,Rowing,"ANDERSON, David Rollo",Australia,Men,Eight With Coxswain (8+),Bronze
1952,Helsinki,Rowing,Rowing,"CAYZER, Phillip Arthur",Australia,Men,Eight With Coxswain (8+),Bronze
1952,Helsinki,Rowing,Rowing,"CHAPMAN, Ernest William",Australia,Men,Eight With Coxswain (8+),Bronze
1952,Helsinki,Rowing,Rowing,"CHESSELL, Thomas Edmund",Australia,Men,Eight With Coxswain (8+),Bronze
1952,Helsinki,Rowing,Rowing,"FINLAY, Merwyn David",Australia,Men,Eight With Coxswain (8+),Bronze
1952,Helsinki,Rowing,Rowing,"GREENWOOD, Nimrod",Australia,Men,Eight With Coxswain (8+),Bronze
1952,Helsinki,Rowing,Rowing,"PAIN, Edward Oscar",Australia,Men,Eight With Coxswain (8+),Bronze
1952,Helsinki,Rowing,Rowing,"TINNING, Robert Noel",Australia,Men,Eight With Coxswain (8+),Bronze
1952,Helsinki,Rowing,Rowing,"WILLIAMSON, Geoffrey",Australia,Men,Eight With Coxswain (8+),Bronze
1952,Helsinki,Rowing,Rowing,"WOOD, Merwyn Thomas",Australia,Men,Single Sculls (1X),Silver
1952,Helsinki,Weightlifting,Weightlifting,"BARBERIS, Verdi",Australia,Men,"60 - 67.5KG, Total (Lightweight)",Bronze
1956,Melbourne / Stockholm,Aquatics,Swimming,"THEILE, David Egmont",Australia,Men,100M Backstroke,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"MONCKTON, John James",Australia,Men,100M Backstroke,Silver
1956,Melbourne / Stockholm,Aquatics,Swimming,"CHAPMAN, Gary",Australia,Men,100M Freestyle,Bronze
1956,Melbourne / Stockholm,Aquatics,Swimming,"HENRICKS, Jon Malcolm",Australia,Men,100M Freestyle,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"DEVITT, John",Australia,Men,100M Freestyle,Silver
1956,Melbourne / Stockholm,Aquatics,Swimming,"LEECH, Faith Yvonne",Australia,Women,100M Freestyle,Bronze
1956,Melbourne / Stockholm,Aquatics,Swimming,"FRASER, Dawn",Australia,Women,100M Freestyle,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"CRAPP, Lorraine Joyce",Australia,Women,100M Freestyle,Silver
1956,Melbourne / Stockholm,Aquatics,Swimming,"ROSE, Murray",Australia,Men,1500M Freestyle,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"ROSE, Murray",Australia,Men,400M Freestyle,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"CRAPP, Lorraine Joyce",Australia,Women,400M Freestyle,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"FRASER, Dawn",Australia,Women,400M Freestyle,Silver
1956,Melbourne / Stockholm,Aquatics,Swimming,"CRAPP, Lorraine Joyce",Australia,Women,4X100M Freestyle Relay,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"FRASER, Dawn",Australia,Women,4X100M Freestyle Relay,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"LEECH, Faith Yvonne",Australia,Women,4X100M Freestyle Relay,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"MORGAN, Sandra Anne",Australia,Women,4X100M Freestyle Relay,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"DEVITT, John",Australia,Men,4X200M Freestyle Relay,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"HENRICKS, Jon Malcolm",Australia,Men,4X200M Freestyle Relay,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"O'HALLORAN, Kevin",Australia,Men,4X200M Freestyle Relay,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"ROSE, Murray",Australia,Men,4X200M Freestyle Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"LAWRENCE, Allan",Australia,Men,10000M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"HOGAN, Hector",Australia,Men,100M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"MATHEWS-O'SHEA, Marlene Judith",Australia,Women,100M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"CUTHBERT, Betty",Australia,Women,100M,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"LANDY, John",Australia,Men,1500M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"MATHEWS-O'SHEA, Marlene Judith",Australia,Women,200M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"CUTHBERT, Betty",Australia,Women,200M,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"CROOKER-FLEMING, Norma Wilson",Australia,Women,4X100M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"CUTHBERT, Betty",Australia,Women,4X100M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"MELLOR-WENHAM, Fluer Northey",Australia,Women,4X100M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",Australia,Women,4X100M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"GIPSON, Graham Chater",Australia,Men,4X400M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"GOSPER, Richard Kevan",Australia,Men,4X400M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"GREGORY, Leonard Stuart",Australia,Men,4X400M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"LEAN, David Francis",Australia,Men,4X400M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"THROWER-AUSTIN, Norma Claire",Australia,Women,80M Hurdles,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",Australia,Women,80M Hurdles,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"PORTER, Charles Michael",Australia,Men,High Jump,Silver
1956,Melbourne / Stockholm,Boxing,Boxing,"HOGARTH, Kevin John",Australia,Men,63.5 - 67KG (Welterweight),Bronze
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BROWN, Walter William",Australia,Men,K-2 10000M,Bronze
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"GREEN, Dennis Allan",Australia,Men,K-2 10000M,Bronze
1956,Melbourne / Stockholm,Cycling,Cycling Track,"BROWNE, Ian Sterry",Australia,Men,2000M Tandem,Gold
1956,Melbourne / Stockholm,Cycling,Cycling Track,"MARCHANT, Anthony John",Australia,Men,2000M Tandem,Gold
1956,Melbourne / Stockholm,Cycling,Cycling Track,"PLOOG, Richard Francis",Australia,Men,Sprint Indivual,Bronze
1956,Melbourne / Stockholm,Rowing,Rowing,"RILEY, Murray Stewart",Australia,Men,Double Sculls (2X),Bronze
1956,Melbourne / Stockholm,Rowing,Rowing,"WOOD, Merwyn Thomas",Australia,Men,Double Sculls (2X),Bronze
1956,Melbourne / Stockholm,Rowing,Rowing,"AIKMAN, Michael Hirst",Australia,Men,Eight With Coxswain (8+),Bronze
1956,Melbourne / Stockholm,Rowing,Rowing,"BENFIELD, Angus Fred",Australia,Men,Eight With Coxswain (8+),Bronze
1956,Melbourne / Stockholm,Rowing,Rowing,"BOYKETT, David Herbert",Australia,Men,Eight With Coxswain (8+),Bronze
1956,Melbourne / Stockholm,Rowing,Rowing,"DOYLE, Brian John",Australia,Men,Eight With Coxswain (8+),Bronze
1956,Melbourne / Stockholm,Rowing,Rowing,"HEWITT, Harold Neil",Australia,Men,Eight With Coxswain (8+),Bronze
1956,Melbourne / Stockholm,Rowing,Rowing,"HOWDEN, James Guthrie",Australia,Men,Eight With Coxswain (8+),Bronze
1956,Melbourne / Stockholm,Rowing,Rowing,"HOWELL, Walter Neville",Australia,Men,Eight With Coxswain (8+),Bronze
1956,Melbourne / Stockholm,Rowing,Rowing,"MANTON, Garth O.V.",Australia,Men,Eight With Coxswain (8+),Bronze
1956,Melbourne / Stockholm,Rowing,Rowing,"MONGER, Adrian Calero",Australia,Men,Eight With Coxswain (8+),Bronze
1956,Melbourne / Stockholm,Rowing,Rowing,"MACKENZIE, Stuart A.",Australia,Men,Single Sculls (1X),Silver
1956,Melbourne / Stockholm,Sailing,Sailing,"BUXTON, Douglas Raymond",Australia,Men,5.5M,Bronze
1956,Melbourne / Stockholm,Sailing,Sailing,"MYTTON, Devereaux R.",Australia,Men,5.5M,Bronze
1956,Melbourne / Stockholm,Sailing,Sailing,"STURROCK, Alexander Stuart",Australia,Men,5.5M,Bronze
1956,Melbourne / Stockholm,Sailing,Sailing,"SCOTT, John Malcolm",Australia,Men,Sharpie 12M2,Silver
1956,Melbourne / Stockholm,Sailing,Sailing,"TASKER, Rolland Leslie",Australia,Men,Sharpie 12M2,Silver
1960,Rome,Aquatics,Swimming,"THEILE, David Egmont",Australia,Men,100M Backstroke,Gold
1960,Rome,Aquatics,Swimming,"ANDREW, Janice",Australia,Women,100M Butterfly,Bronze
1960,Rome,Aquatics,Swimming,"DEVITT, John",Australia,Men,100M Freestyle,Gold
1960,Rome,Aquatics,Swimming,"FRASER, Dawn",Australia,Women,100M Freestyle,Gold
1960,Rome,Aquatics,Swimming,"KONRADS, John (Jon)",Australia,Men,1500M Freestyle,Gold
1960,Rome,Aquatics,Swimming,"ROSE, Murray",Australia,Men,1500M Freestyle,Silver
1960,Rome,Aquatics,Swimming,"HAYES, Neville",Australia,Men,200M Butterfly,Silver
1960,Rome,Aquatics,Swimming,"KONRADS, John (Jon)",Australia,Men,400M Freestyle,Bronze
1960,Rome,Aquatics,Swimming,"ROSE, Murray",Australia,Men,400M Freestyle,Gold
1960,Rome,Aquatics,Swimming,"COLQUHOUN, Alva",Australia,Women,4X100M Freestyle Relay,Silver
1960,Rome,Aquatics,Swimming,"CRAPP, Lorraine Joyce",Australia,Women,4X100M Freestyle Relay,Silver
1960,Rome,Aquatics,Swimming,"FRASER, Dawn",Australia,Women,4X100M Freestyle Relay,Silver
1960,Rome,Aquatics,Swimming,"KONRADS, Ilsa",Australia,Women,4X100M Freestyle Relay,Silver
1960,Rome,Aquatics,Swimming,"GATHERCOLE, Terence",Australia,Men,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"HAYES, Neville",Australia,Men,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"SHIPTON, Geoffrey",Australia,Men,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"THEILE, David Egmont",Australia,Men,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"ANDREW, Janice",Australia,Women,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"FRASER, Dawn",Australia,Women,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"LASSIG, Rosemary",Australia,Women,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"WILSON, Maryleen Joy",Australia,Women,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"DEVITT, John",Australia,Men,4X200M Freestyle Relay,Bronze
1960,Rome,Aquatics,Swimming,"DICKSON, David Gavin",Australia,Men,4X200M Freestyle Relay,Bronze
1960,Rome,Aquatics,Swimming,"KONRADS, John (Jon)",Australia,Men,4X200M Freestyle Relay,Bronze
1960,Rome,Aquatics,Swimming,"ROSE, Murray",Australia,Men,4X200M Freestyle Relay,Bronze
1960,Rome,Athletics,Athletics,"POWER, David",Australia,Men,10000M,Bronze
1960,Rome,Athletics,Athletics,"ELLIOTT, Herbert",Australia,Men,1500M,Gold
1960,Rome,Athletics,Athletics,"FREEMAN, Noel Frederick",Australia,Men,20KM Walk,Silver
1960,Rome,Athletics,Athletics,"JONES-CARR, Brenda",Australia,Women,800M,Silver
1960,Rome,Boxing,Boxing,"TAYLOR, Oliver",Australia,Men,51 - 54KG (Bantamweight),Bronze
1960,Rome,Boxing,Boxing,"MADIGAN, Anthony",Australia,Men,75 - 81KG (Light-Heavyweight),Bronze
1960,Rome,Equestrian,Eventing,"MORGAN, Laurence Robert",Australia,Men,Individual,Gold
1960,Rome,Equestrian,Eventing,"LAVIS, Neil John",Australia,Men,Individual,Silver
1960,Rome,Equestrian,Eventing,"LAVIS, Neil John",Australia,Men,Team,Gold
1960,Rome,Equestrian,Eventing,"MORGAN, Laurence Robert",Australia,Men,Team,Gold
1960,Rome,Equestrian,Eventing,"ROYCROFT, William",Australia,Men,Team,Gold
1964,Tokyo,Aquatics,Swimming,"FRASER, Dawn",Australia,Women,100M Freestyle,Gold
1964,Tokyo,Aquatics,Swimming,"WOOD, Allan",Australia,Men,1500M Freestyle,Bronze
1964,Tokyo,Aquatics,Swimming,"WINDLE, Robert George",Australia,Men,1500M Freestyle,Gold
1964,Tokyo,Aquatics,Swimming,"O'BRIEN, Lawrence Ian",Australia,Men,200M Breaststroke,Gold
1964,Tokyo,Aquatics,Swimming,"BERRY, Kevin John",Australia,Men,200M Butterfly,Gold
1964,Tokyo,Aquatics,Swimming,"WOOD, Allan",Australia,Men,400M Freestyle,Bronze
1964,Tokyo,Aquatics,Swimming,"DICKSON, David Gavin",Australia,Men,4X100M Freestyle Relay,Bronze
1964,Tokyo,Aquatics,Swimming,"DOAK, Peter John",Australia,Men,4X100M Freestyle Relay,Bronze
1964,Tokyo,Aquatics,Swimming,"RYAN, John",Australia,Men,4X100M Freestyle Relay,Bronze
1964,Tokyo,Aquatics,Swimming,"WINDLE, Robert George",Australia,Men,4X100M Freestyle Relay,Bronze
1964,Tokyo,Aquatics,Swimming,"BELL, Lynette",Australia,Women,4X100M Freestyle Relay,Silver
1964,Tokyo,Aquatics,Swimming,"FRASER, Dawn",Australia,Women,4X100M Freestyle Relay,Silver
1964,Tokyo,Aquatics,Swimming,"MURPHY, Janice",Australia,Women,4X100M Freestyle Relay,Silver
1964,Tokyo,Aquatics,Swimming,"THORN-RISSON, Robyn",Australia,Women,4X100M Freestyle Relay,Silver
1964,Tokyo,Aquatics,Swimming,"BERRY, Kevin John",Australia,Men,4X100M Medley Relay,Bronze
1964,Tokyo,Aquatics,Swimming,"DICKSON, David Gavin",Australia,Men,4X100M Medley Relay,Bronze
1964,Tokyo,Aquatics,Swimming,"O'BRIEN, Lawrence Ian",Australia,Men,4X100M Medley Relay,Bronze
1964,Tokyo,Aquatics,Swimming,"REYNOLDS, Peter Askin",Australia,Men,4X100M Medley Relay,Bronze
1964,Tokyo,Athletics,Athletics,"CLARKE, Ronald",Australia,Men,10000M,Bronze
1964,Tokyo,Athletics,Athletics,"BLACK-VASSELLA, Marilyn Mary",Australia,Women,200M,Bronze
1964,Tokyo,Athletics,Athletics,"AMOORE-POLLOCK, Judith Florence",Australia,Women,400M,Bronze
1964,Tokyo,Athletics,Athletics,"CUTHBERT, Betty",Australia,Women,400M,Gold
1964,Tokyo,Athletics,Athletics,"KILBORN-RYAN-NELSON, Pamela",Australia,Women,80M Hurdles,Bronze
1964,Tokyo,Athletics,Athletics,"MASON-BROWN, Michelle Mary",Australia,Women,High Jump,Silver
1964,Tokyo,Hockey,Hockey,"CROSSMAN, Mervyn",Australia,Men,Hockey,Bronze
1964,Tokyo,Hockey,Hockey,"DEARING, Paul",Australia,Men,Hockey,Bronze
1964,Tokyo,Hockey,Hockey,"EVANS, Raymond",Australia,Men,Hockey,Bronze
1964,Tokyo,Hockey,Hockey,"GLENCROSS, Brian",Australia,Men,Hockey,Bronze
1964,Tokyo,Hockey,Hockey,"HODDER, Robin",Australia,Men,Hockey,Bronze
1964,Tokyo,Hockey,Hockey,"MCBRYDE, John",Australia,Men,Hockey,Bronze
1964,Tokyo,Hockey,Hockey,"MCWATTERS, Donald",Australia,Men,Hockey,Bronze
